Days,date time,Average of temp,Average of humid,Average of wind speed
21-Feb,2 PM,38.4,47.8,0.7
21-Feb,3 PM,36.5,51.4,0.9
21-Feb,4 PM,35.4,51.4,0.9
21-Feb,5 PM,34.5,52.8,0.7
21-Feb,6 PM,33.4,54.7,0.3
21-Feb,7 PM,32.1,56.0,0.4
21-Feb,8 PM,31.1,57.6,0.4
21-Feb,9 PM,30.7,57.4,0.2
21-Feb,10 PM,30.3,57.8,0.2
21-Feb,11 PM,29.8,57.9,0.5
22-Feb,12 AM,29.6,58.3,0.2
22-Feb,1 AM,29.9,57.9,0.0
22-Feb,2 AM,29.7,57.7,0.0
22-Feb,3 AM,29.5,57.9,0.0
22-Feb,4 AM,29.2,59.3,0.0
22-Feb,5 AM,28.9,60.0,0.0
22-Feb,6 AM,28.4,61.3,0.0
22-Feb,7 AM,30.6,58.0,0.0
22-Feb,8 AM,34.1,50.4,0.0
22-Feb,9 AM,37.0,44.5,0.1
22-Feb,10 AM,39.1,41.4,0.2
22-Feb,11 AM,41.4,37.5,0.1
22-Feb,12 PM,41.1,37.3,0.4
22-Feb,1 PM,41.8,36.6,0.4
22-Feb,2 PM,42.9,35.0,0.4
22-Feb,3 PM,42.9,34.8,0.4
22-Feb,4 PM,42.7,35.4,0.2
22-Feb,5 PM,40.7,39.8,0.2
22-Feb,6 PM,37.7,45.4,0.0
22-Feb,7 PM,35.4,50.0,0.3
22-Feb,8 PM,34.2,52.0,0.2
22-Feb,9 PM,34.0,51.4,0.1
22-Feb,10 PM,33.5,48.7,0.2
22-Feb,11 PM,32.9,52.0,0.0
23-Feb,12 AM,32.0,55.3,0.0
23-Feb,1 AM,31.1,57.7,0.0
23-Feb,2 AM,30.3,58.7,0.0
23-Feb,3 AM,29.8,60.0,0.0
23-Feb,4 AM,29.2,60.8,0.0
23-Feb,5 AM,29.0,60.4,0.0
23-Feb,6 AM,28.7,61.8,0.0
23-Feb,7 AM,32.3,55.8,0.0
23-Feb,8 AM,34.3,50.0,0.0
23-Feb,9 AM,35.5,46.7,0.1
23-Feb,10 AM,38.0,42.5,0.0
23-Feb,11 AM,41.3,37.2,0.1
23-Feb,12 PM,41.5,35.8,0.4
23-Feb,1 PM,42.6,33.9,0.2
23-Feb,2 PM,44.7,31.1,0.2
23-Feb,3 PM,45.5,29.5,0.2
23-Feb,4 PM,43.4,29.8,0.7
23-Feb,5 PM,40.5,32.4,0.8
23-Feb,6 PM,37.1,36.7,0.5
23-Feb,7 PM,35.1,38.8,0.5
23-Feb,8 PM,34.7,39.4,0.1
23-Feb,9 PM,33.9,40.9,0.1
23-Feb,10 PM,32.8,43.5,0.2
23-Feb,11 PM,31.6,47.9,0.0
24-Feb,12 AM,30.7,50.2,0.0
24-Feb,1 AM,30.0,52.9,0.0
24-Feb,2 AM,29.3,54.8,0.0
24-Feb,3 AM,29.0,54.4,0.0
24-Feb,4 AM,28.5,54.5,0.0
24-Feb,5 AM,27.5,58.0,0.0
24-Feb,6 AM,27.2,57.7,0.0
24-Feb,7 AM,30.0,52.8,0.0
24-Feb,8 AM,34.4,43.3,0.0
24-Feb,9 AM,36.2,37.5,0.2
24-Feb,10 AM,38.9,32.9,0.2
24-Feb,11 AM,40.6,30.8,0.3
24-Feb,12 PM,41.4,29.9,0.3
24-Feb,1 PM,41.8,27.3,1.2
24-Feb,2 PM,41.8,27.9,1.5
24-Feb,3 PM,40.8,29.7,2.2
24-Feb,4 PM,40.2,30.7,1.7
24-Feb,5 PM,39.0,31.9,1.3
24-Feb,6 PM,37.1,33.8,0.4
24-Feb,7 PM,35.4,35.2,0.4
24-Feb,8 PM,34.3,37.7,0.0
24-Feb,9 PM,33.0,40.4,0.0
24-Feb,10 PM,32.1,43.4,0.0
24-Feb,11 PM,31.2,46.8,0.0
25-Feb,12 AM,30.4,47.8,0.0
25-Feb,1 AM,30.1,48.9,0.0
25-Feb,2 AM,29.0,53.1,0.0
25-Feb,3 AM,28.7,53.3,0.0
25-Feb,4 AM,28.3,54.6,0.0
25-Feb,5 AM,27.4,58.2,0.0
25-Feb,6 AM,27.0,59.7,0.0
25-Feb,7 AM,29.7,52.8,0.0
25-Feb,8 AM,32.6,45.5,0.2
25-Feb,9 AM,37.2,35.9,0.0
25-Feb,10 AM,39.7,32.2,0.0
25-Feb,11 AM,40.7,30.4,0.2
25-Feb,12 PM,43.0,27.2,0.2
25-Feb,1 PM,44.3,25.3,0.3
25-Feb,2 PM,44.9,24.7,0.5
25-Feb,3 PM,44.7,25.1,0.5
25-Feb,4 PM,45.1,25.6,0.4
25-Feb,5 PM,42.9,27.7,0.2
25-Feb,6 PM,38.1,31.7,0.8
25-Feb,7 PM,35.1,35.2,0.9
25-Feb,8 PM,34.4,35.6,1.2
25-Feb,9 PM,34.5,35.4,0.2
25-Feb,10 PM,32.4,40.6,0.0
25-Feb,11 PM,31.6,42.2,0.0
26-Feb,12 AM,30.5,44.8,0.1
26-Feb,1 AM,29.4,49.2,0.0
26-Feb,2 AM,28.6,50.7,0.0
26-Feb,3 AM,28.4,51.4,0.0
26-Feb,4 AM,28.2,51.3,0.0
26-Feb,5 AM,28.4,50.7,0.0
26-Feb,6 AM,27.5,55.1,0.0
26-Feb,7 AM,29.1,53.5,0.0
26-Feb,8 AM,31.2,49.5,0.1
26-Feb,9 AM,38.5,35.9,0.0
26-Feb,10 AM,39.2,32.0,0.2
26-Feb,11 AM,41.5,27.1,0.2
26-Feb,12 PM,43.0,24.6,0.4
26-Feb,1 PM,44.5,23.2,0.4
26-Feb,2 PM,46.3,22.3,0.3
26-Feb,3 PM,46.5,22.6,0.4
26-Feb,4 PM,46.3,22.7,0.3
26-Feb,5 PM,44.8,24.9,0.1
26-Feb,6 PM,41.0,28.3,0.0
26-Feb,7 PM,38.6,32.2,0.0
26-Feb,8 PM,37.0,35.6,0.0
26-Feb,9 PM,34.4,41.1,0.0
26-Feb,10 PM,33.0,42.8,0.0
26-Feb,11 PM,31.6,46.1,0.1
27-Feb,12 AM,30.6,49.1,0.0
27-Feb,1 AM,30.7,46.4,0.0
27-Feb,2 AM,30.7,45.8,0.0
27-Feb,3 AM,28.8,53.1,0.0
27-Feb,4 AM,29.2,49.6,0.0
27-Feb,5 AM,28.4,53.1,0.0
27-Feb,6 AM,28.6,51.3,0.0
27-Feb,7 AM,30.1,49.3,0.1
27-Feb,8 AM,33.9,45.9,0.1
27-Feb,9 AM,37.8,39.0,0.3
27-Feb,10 AM,39.6,35.2,0.6
27-Feb,11 AM,41.0,31.8,0.8
27-Feb,12 PM,41.8,29.3,1.2
27-Feb,1 PM,43.4,27.0,0.9
27-Feb,2 PM,44.7,26.4,0.8
27-Feb,3 PM,45.0,26.5,0.8
27-Feb,4 PM,44.7,26.9,0.6
27-Feb,5 PM,43.7,28.2,0.1
27-Feb,6 PM,40.8,32.9,0.0
27-Feb,7 PM,38.1,38.9,0.0
27-Feb,8 PM,36.2,43.4,0.1
27-Feb,9 PM,34.5,46.3,0.0
27-Feb,10 PM,33.1,49.3,0.0
27-Feb,11 PM,32.8,48.4,0.0
28-Feb,12 AM,32.4,50.2,0.1
28-Feb,1 AM,31.2,54.1,0.1
28-Feb,2 AM,30.6,55.7,0.0
28-Feb,3 AM,30.0,57.1,0.0
28-Feb,4 AM,29.9,57.1,0.0
28-Feb,5 AM,29.6,58.5,0.0
28-Feb,6 AM,29.4,58.9,0.0
28-Feb,7 AM,32.0,54.4,0.0
28-Feb,8 AM,36.4,47.6,0.0
28-Feb,9 AM,39.3,39.4,0.2
28-Feb,10 AM,41.1,35.7,0.3
28-Feb,11 AM,42.2,33.2,0.5
28-Feb,12 PM,43.3,32.3,0.4
28-Feb,1 PM,45.9,30.2,0.2
28-Feb,2 PM,47.5,28.6,0.1
28-Feb,3 PM,48.0,28.2,0.2
28-Feb,4 PM,47.8,28.1,0.1
28-Feb,5 PM,46.1,30.9,0.0
28-Feb,6 PM,41.9,37.2,0.0
28-Feb,7 PM,39.5,42.6,0.0
28-Feb,8 PM,37.5,46.9,0.1
28-Feb,9 PM,36.5,48.8,0.0
28-Feb,10 PM,35.4,51.8,0.0
28-Feb,11 PM,34.4,54.9,0.1
1-Mar,12 AM,33.7,57.1,0.0
1-Mar,1 AM,32.8,58.4,0.0
1-Mar,2 AM,32.3,58.7,0.1
1-Mar,3 AM,32.1,59.4,0.0
1-Mar,4 AM,31.6,60.1,0.0
1-Mar,5 AM,31.5,60.3,0.0
1-Mar,6 AM,31.5,60.8,0.0
1-Mar,7 AM,33.4,58.5,0.0
1-Mar,8 AM,37.8,52.2,0.0
1-Mar,9 AM,40.7,48.6,0.0
1-Mar,10 AM,42.4,44.5,0.1
1-Mar,11 AM,44.3,40.3,0.1
1-Mar,12 PM,44.8,37.2,0.4
1-Mar,1 PM,45.5,36.1,0.3
1-Mar,2 PM,46.8,33.6,0.2
1-Mar,3 PM,47.3,31.7,0.2
1-Mar,4 PM,47.2,31.9,0.1
1-Mar,5 PM,46.0,34.4,0.0
1-Mar,6 PM,43.0,39.8,0.0
1-Mar,7 PM,40.0,47.2,0.0
1-Mar,8 PM,37.3,55.8,0.5
1-Mar,9 PM,36.1,58.9,0.1
1-Mar,10 PM,35.9,58.7,0.0
1-Mar,11 PM,34.9,59.7,0.0
2-Mar,12 AM,34.0,60.9,0.0
2-Mar,1 AM,34.1,61.0,0.0
2-Mar,2 AM,33.9,61.2,0.0
2-Mar,3 AM,33.7,61.5,0.0
2-Mar,4 AM,33.1,62.5,0.0
2-Mar,5 AM,33.0,62.6,0.0
2-Mar,6 AM,32.8,63.1,0.0
2-Mar,7 AM,34.0,61.5,0.0
2-Mar,8 AM,38.0,55.8,0.0
2-Mar,9 AM,40.8,50.4,0.0
2-Mar,10 AM,42.4,46.4,0.1
2-Mar,11 AM,44.1,42.7,0.1
2-Mar,12 PM,45.0,40.8,0.3
2-Mar,1 PM,45.9,37.9,0.4
2-Mar,2 PM,47.0,36.2,0.6
2-Mar,3 PM,45.0,38.6,0.7
2-Mar,4 PM,41.2,41.8,0.9
2-Mar,5 PM,39.0,45.6,0.2
2-Mar,6 PM,37.7,50.0,0.0
2-Mar,7 PM,36.6,53.0,0.2
2-Mar,8 PM,35.8,55.0,0.1
2-Mar,9 PM,35.2,57.5,0.0
2-Mar,10 PM,34.4,58.4,0.1
2-Mar,11 PM,33.8,57.5,0.0
3-Mar,12 AM,33.7,57.0,0.0
3-Mar,1 AM,33.2,58.7,0.0
3-Mar,2 AM,32.7,60.7,0.0
3-Mar,3 AM,32.6,61.0,0.0
3-Mar,4 AM,32.1,61.7,0.0
3-Mar,5 AM,32.0,61.9,0.0
3-Mar,6 AM,31.8,62.4,0.1
3-Mar,7 AM,33.0,60.9,0.2
3-Mar,8 AM,36.6,56.6,0.1
3-Mar,9 AM,39.5,52.5,0.1
3-Mar,10 AM,41.1,47.9,0.2
3-Mar,11 AM,44.1,41.3,0.1
3-Mar,12 PM,45.6,38.4,0.2
3-Mar,1 PM,45.9,38.7,0.5
3-Mar,2 PM,47.2,35.4,0.2
3-Mar,3 PM,46.8,35.7,0.2
3-Mar,4 PM,40.4,46.3,0.3
3-Mar,5 PM,38.4,48.9,0.2
3-Mar,6 PM,37.1,52.3,0.0
3-Mar,7 PM,35.8,56.0,0.0
3-Mar,8 PM,35.4,57.5,0.0
3-Mar,9 PM,34.5,60.3,0.0
3-Mar,10 PM,34.2,60.7,0.0
3-Mar,11 PM,33.9,61.1,0.0
4-Mar,12 AM,33.4,62.1,0.0
4-Mar,1 AM,33.1,62.0,0.0
4-Mar,2 AM,32.6,62.6,0.0
4-Mar,3 AM,32.5,62.5,0.0
4-Mar,4 AM,32.3,62.5,0.0
4-Mar,5 AM,32.0,63.3,0.1
4-Mar,6 AM,31.7,63.4,0.0
4-Mar,5 PM,46.1,39.9,0.0
4-Mar,6 PM,43.4,44.3,0.0
4-Mar,7 PM,40.1,53.2,0.1
4-Mar,8 PM,38.2,58.3,0.0
4-Mar,9 PM,36.9,60.9,0.0
4-Mar,10 PM,36.2,62.1,0.0
4-Mar,11 PM,35.8,63.2,0.0
5-Mar,12 AM,34.9,65.9,0.0
5-Mar,1 AM,34.4,67.3,0.0
5-Mar,2 AM,34.1,67.9,0.0
5-Mar,3 AM,33.8,68.9,0.0
5-Mar,4 AM,39.8,69.2,0.0
5-Mar,7 AM,34.7,66.9,0.0
5-Mar,8 AM,38.4,57.3,0.1
5-Mar,9 AM,41.7,48.2,0.0
5-Mar,10 AM,42.5,47.4,0.1
5-Mar,11 AM,43.4,45.5,0.1
5-Mar,12 PM,44.0,43.5,0.3
5-Mar,1 PM,44.9,41.2,0.3
5-Mar,2 PM,46.7,38.6,0.2
5-Mar,3 PM,47.1,37.9,0.2
5-Mar,4 PM,45.7,39.6,0.1
5-Mar,5 PM,43.3,44.1,0.1
5-Mar,6 PM,40.0,50.4,0.4
5-Mar,7 PM,38.5,52.4,0.0
5-Mar,8 PM,37.6,54.2,0.1
5-Mar,9 PM,36.4,56.0,0.0
5-Mar,10 PM,35.6,57.9,0.0
5-Mar,11 PM,34.9,61.4,0.0
6-Mar,12 AM,34.8,62.5,0.0
6-Mar,1 AM,34.6,63.3,0.0
6-Mar,2 AM,34.0,65.4,0.0
6-Mar,3 AM,33.6,67.9,0.0
6-Mar,4 AM,34.2,67.6,0.0
6-Mar,5 AM,34.5,67.3,0.0
6-Mar,6 AM,34.4,67.5,0.0
6-Mar,7 AM,35.0,66.1,0.0
6-Mar,8 AM,38.7,57.7,0.1
6-Mar,9 AM,40.2,53.1,0.1
6-Mar,10 AM,41.9,48.4,0.1
6-Mar,11 AM,43.3,45.2,0.1
6-Mar,12 PM,43.6,43.8,0.2
6-Mar,1 PM,44.7,42.1,0.2
6-Mar,2 PM,45.6,40.6,0.4
6-Mar,3 PM,46.9,38.1,0.2
6-Mar,4 PM,45.8,38.6,0.0
6-Mar,5 PM,43.3,43.6,0.1
6-Mar,6 PM,40.0,51.7,0.4
6-Mar,7 PM,38.7,54.5,0.1
6-Mar,8 PM,37.3,56.4,0.1
6-Mar,9 PM,36.5,57.3,0.0
6-Mar,10 PM,36.6,57.4,0.0
6-Mar,11 PM,35.9,59.4,0.0
7-Mar,12 AM,35.2,59.9,0.0
7-Mar,1 AM,34.8,62.5,0.0
7-Mar,2 AM,34.5,64.5,0.0
7-Mar,3 AM,34.2,64.1,0.0
7-Mar,4 AM,33.9,66.0,0.0
7-Mar,5 AM,33.5,67.5,0.0
7-Mar,6 AM,33.4,68.1,0.0
7-Mar,7 AM,34.1,66.6,0.0
7-Mar,8 AM,37.7,58.9,0.0
7-Mar,9 AM,40.4,52.9,0.0
7-Mar,10 AM,41.6,49.8,0.0
7-Mar,11 AM,43.4,46.6,0.0
7-Mar,12 PM,43.4,46.2,0.2
7-Mar,1 PM,44.6,44.0,0.2
7-Mar,2 PM,46.6,39.8,0.1
7-Mar,3 PM,46.9,40.1,0.2
7-Mar,4 PM,46.1,38.9,0.1
7-Mar,5 PM,44.9,41.7,0.0
7-Mar,6 PM,41.9,48.3,0.4
7-Mar,7 PM,37.0,64.6,1.0
7-Mar,8 PM,30.7,73.2,1.1
7-Mar,9 PM,30.4,73.9,0.0
7-Mar,10 PM,30.5,74.4,0.2
7-Mar,11 PM,30.6,74.1,0.2
8-Mar,12 AM,30.3,75.5,0.4
8-Mar,1 AM,30.4,73.8,0.8
8-Mar,2 AM,30.8,70.9,0.4
8-Mar,3 AM,30.5,69.8,0.6
8-Mar,4 AM,31.1,67.2,0.0
8-Mar,5 AM,31.0,69.6,0.0
8-Mar,6 AM,30.9,73.6,0.0
8-Mar,7 AM,31.6,73.2,0.0
8-Mar,8 AM,35.0,64.5,0.0
8-Mar,9 AM,37.3,56.4,0.0
8-Mar,10 AM,38.8,51.9,0.0
8-Mar,11 AM,39.1,47.5,0.7
8-Mar,12 PM,38.5,47.5,1.1
8-Mar,1 PM,40.1,46.2,0.4
8-Mar,2 PM,41.1,45.2,0.3
8-Mar,3 PM,41.6,44.3,0.1
8-Mar,4 PM,39.4,49.0,0.1
8-Mar,5 PM,37.7,53.1,0.0
8-Mar,6 PM,37.5,54.4,0.0
8-Mar,7 PM,36.6,58.2,0.0
8-Mar,8 PM,36.2,59.4,0.0
8-Mar,9 PM,34.8,63.8,0.0
8-Mar,10 PM,34.1,66.5,0.0
8-Mar,11 PM,33.4,67.2,0.0
9-Mar,12 AM,32.9,67.3,0.0
9-Mar,1 AM,32.4,67.8,0.0
9-Mar,2 AM,31.9,68.4,0.0
9-Mar,3 AM,31.3,69.1,0.0
9-Mar,4 AM,30.9,69.9,0.0
9-Mar,5 AM,31.2,68.8,0.0
9-Mar,6 AM,31.6,67.3,0.0
9-Mar,7 AM,32.8,65.9,0.0
9-Mar,8 AM,36.7,58.3,0.0
9-Mar,9 AM,40.7,48.4,0.0
9-Mar,10 AM,41.8,45.9,0.1
9-Mar,11 AM,42.6,43.6,0.1
9-Mar,12 PM,43.1,42.5,0.3
9-Mar,1 PM,44.2,41.2,0.1
9-Mar,2 PM,40.0,52.3,0.7
9-Mar,3 PM,37.2,66.7,0.0
9-Mar,4 PM,41.2,52.8,0.1
9-Mar,5 PM,41.5,50.3,0.0
9-Mar,6 PM,38.5,57.0,0.0
9-Mar,7 PM,36.6,61.9,0.0
9-Mar,8 PM,35.5,63.8,0.0
9-Mar,9 PM,35.0,65.1,0.0
9-Mar,10 PM,34.2,67.7,0.0
9-Mar,11 PM,33.5,68.8,0.0
10-Mar,12 AM,33.1,70.8,0.0
10-Mar,1 AM,32.8,71.1,0.0
10-Mar,2 AM,32.2,71.5,0.0
10-Mar,3 AM,32.2,70.0,0.0
10-Mar,4 AM,32.1,69.9,0.0
10-Mar,5 AM,31.8,72.2,0.0
10-Mar,6 AM,31.9,72.0,0.0
10-Mar,7 AM,32.9,70.5,0.0
10-Mar,8 AM,36.9,62.8,0.0
10-Mar,9 AM,40.1,55.4,0.0
10-Mar,10 AM,42.0,50.8,0.0
10-Mar,11 AM,42.1,49.5,0.2
10-Mar,12 PM,42.8,48.0,0.3
10-Mar,1 PM,44.1,44.6,0.3
10-Mar,2 PM,45.4,41.7,0.1
10-Mar,3 PM,46.6,38.5,0.1
10-Mar,4 PM,45.7,39.1,0.0
10-Mar,5 PM,40.7,50.3,0.3
10-Mar,6 PM,37.5,54.7,0.5
10-Mar,7 PM,35.9,58.2,0.3
10-Mar,8 PM,35.0,56.6,0.0
10-Mar,9 PM,34.7,58.0,0.0
10-Mar,10 PM,34.2,61.8,0.0
10-Mar,11 PM,33.9,65.3,0.0
11-Mar,12 AM,33.3,67.5,0.0
11-Mar,1 AM,33.0,67.8,0.0
11-Mar,2 AM,32.8,68.1,0.0
11-Mar,3 AM,32.5,69.4,0.0
11-Mar,4 AM,32.4,69.9,0.0
11-Mar,5 AM,32.5,69.6,0.0
11-Mar,6 AM,32.7,69.4,0.0
11-Mar,7 AM,33.8,68.0,0.0
11-Mar,8 AM,35.8,64.7,0.0
11-Mar,9 AM,38.9,58.6,0.0
11-Mar,10 AM,41.5,52.3,0.1
11-Mar,11 AM,43.1,48.2,0.1
11-Mar,12 PM,44.2,45.3,0.1
11-Mar,1 PM,45.0,43.8,0.1
11-Mar,2 PM,45.9,41.8,0.1
11-Mar,3 PM,46.1,40.9,0.1
11-Mar,4 PM,46.4,40.4,0.0
11-Mar,5 PM,44.9,42.4,0.0
11-Mar,6 PM,42.2,47.4,0.0
11-Mar,7 PM,40.1,53.7,0.0
11-Mar,8 PM,38.7,57.7,0.0
11-Mar,9 PM,37.1,60.8,0.0
11-Mar,10 PM,36.7,61.3,0.0
11-Mar,11 PM,35.7,64.9,0.0
12-Mar,12 AM,35.1,66.5,0.0
12-Mar,1 AM,34.5,67.5,0.0
12-Mar,2 AM,34.1,68.4,0.0
12-Mar,3 AM,34.0,68.7,0.0
12-Mar,4 AM,33.3,70.0,0.0
12-Mar,5 AM,33.1,70.7,0.0
12-Mar,6 AM,33.1,71.1,0.0
12-Mar,7 AM,34.8,68.1,0.0
12-Mar,8 AM,38.1,60.9,0.0
12-Mar,9 AM,40.8,54.4,0.0
12-Mar,10 AM,42.7,49.9,0.1
12-Mar,11 AM,43.3,48.5,0.1
12-Mar,12 PM,44.1,46.6,0.1
12-Mar,1 PM,45.6,43.6,0.1
12-Mar,2 PM,47.4,39.5,0.1
12-Mar,3 PM,47.4,38.4,0.0
12-Mar,4 PM,47.2,38.6,0.0
12-Mar,5 PM,46.6,39.1,0.0
12-Mar,6 PM,43.4,44.8,0.0
12-Mar,7 PM,41.1,52.4,0.0
12-Mar,8 PM,39.5,56.3,0.0
12-Mar,9 PM,37.7,60.6,0.1
12-Mar,10 PM,36.8,63.0,0.0
12-Mar,11 PM,36.2,64.6,0.0
13-Mar,12 AM,35.5,66.2,0.0
13-Mar,1 AM,34.9,67.5,0.0
13-Mar,2 AM,34.3,67.8,0.0
13-Mar,3 AM,33.9,67.9,0.0
13-Mar,4 AM,33.7,67.8,0.0
13-Mar,5 AM,33.0,70.1,0.0
13-Mar,6 AM,32.7,70.5,0.0
13-Mar,7 AM,34.8,66.7,0.0
13-Mar,8 AM,39.0,59.0,0.0
13-Mar,9 AM,41.7,52.8,0.0
13-Mar,10 AM,43.5,48.3,0.0
13-Mar,11 AM,43.3,47.9,0.2
13-Mar,12 PM,43.7,45.8,0.4
13-Mar,1 PM,45.0,42.9,0.4
13-Mar,2 PM,46.7,40.0,0.2
13-Mar,3 PM,47.2,39.1,0.2
13-Mar,4 PM,47.1,39.0,0.0
13-Mar,5 PM,44.8,42.0,0.0
13-Mar,6 PM,42.1,50.3,0.4
13-Mar,7 PM,38.2,59.6,0.5
13-Mar,8 PM,37.8,59.1,0.0
13-Mar,9 PM,37.4,60.4,0.0
13-Mar,10 PM,36.8,62.1,0.0
13-Mar,11 PM,36.2,63.6,0.0
14-Mar,12 AM,35.0,67.5,0.0
14-Mar,1 AM,34.8,66.6,0.0
14-Mar,2 AM,34.4,67.8,0.0
14-Mar,3 AM,34.1,68.1,0.0
14-Mar,4 AM,33.7,68.9,0.0
14-Mar,5 AM,33.7,69.1,0.0
14-Mar,6 AM,33.4,69.8,0.0
14-Mar,7 AM,34.9,66.6,0.0
14-Mar,8 AM,38.6,59.4,0.0
14-Mar,9 AM,41.1,54.2,0.0
14-Mar,10 AM,43.3,48.2,0.1
14-Mar,11 AM,43.7,46.5,0.1
14-Mar,12 PM,44.7,44.4,0.1
14-Mar,1 PM,45.9,41.7,0.1
14-Mar,2 PM,47.4,38.6,0.1
14-Mar,3 PM,47.7,39.0,0.2
14-Mar,4 PM,45.9,40.5,0.2
14-Mar,5 PM,42.1,49.7,1.0
14-Mar,6 PM,39.3,54.2,0.6
14-Mar,7 PM,38.1,56.6,0.2
14-Mar,8 PM,37.3,59.4,0.0
14-Mar,9 PM,36.9,61.0,0.0
14-Mar,10 PM,36.4,62.1,0.0
14-Mar,11 PM,36.4,62.7,0.0
15-Mar,12 AM,36.0,63.6,0.0
15-Mar,1 AM,35.7,64.7,0.0
15-Mar,2 AM,35.9,64.8,0.0
15-Mar,3 AM,35.4,66.4,0.0
15-Mar,4 AM,35.2,66.9,0.0
15-Mar,5 AM,34.5,68.5,0.0
15-Mar,6 AM,33.9,70.3,0.0
15-Mar,7 AM,35.6,67.1,0.0
15-Mar,8 AM,39.8,58.1,0.0
15-Mar,9 AM,42.9,50.2,0.0
15-Mar,10 AM,42.9,49.2,0.1
15-Mar,11 AM,43.7,47.4,0.3
15-Mar,12 PM,44.6,45.3,0.2
15-Mar,1 PM,46.1,41.5,0.2
15-Mar,2 PM,47.4,38.3,0.2
15-Mar,3 PM,47.9,37.6,0.1
15-Mar,4 PM,47.3,37.7,0.1
15-Mar,5 PM,44.6,42.2,0.2
15-Mar,6 PM,40.7,50.5,0.7
15-Mar,7 PM,38.8,55.0,0.2
15-Mar,8 PM,38.1,56.6,0.0
15-Mar,9 PM,37.7,58.3,0.0
15-Mar,10 PM,36.9,60.9,0.0
15-Mar,11 PM,36.6,62.7,0.0
16-Mar,12 AM,36.2,64.2,0.0
16-Mar,1 AM,35.5,66.1,0.0
16-Mar,2 AM,35.3,65.9,0.0
16-Mar,3 AM,34.8,67.7,0.0
16-Mar,4 AM,34.5,69.0,0.0
16-Mar,5 AM,34.8,68.6,0.0
16-Mar,6 AM,34.5,68.5,0.0
16-Mar,7 AM,35.2,66.9,0.0
16-Mar,8 AM,37.8,61.5,0.0
16-Mar,9 AM,38.4,59.4,0.0
16-Mar,10 AM,40.9,54.5,0.2
16-Mar,11 AM,39.0,57.4,0.2
16-Mar,12 PM,42.5,49.7,0.1
16-Mar,1 PM,39.3,60.4,0.1
16-Mar,2 PM,39.8,61.1,0.0
16-Mar,3 PM,32.9,70.5,0.9
16-Mar,4 PM,34.1,70.7,0.3
16-Mar,5 PM,36.3,64.4,0.0
16-Mar,6 PM,35.1,68.0,0.0
16-Mar,7 PM,34.1,71.2,0.0
16-Mar,8 PM,33.0,74.9,0.4
16-Mar,9 PM,32.6,74.7,0.4
16-Mar,10 PM,32.8,71.7,0.1
16-Mar,11 PM,32.8,70.8,0.0
17-Mar,12 AM,33.4,70.1,0.0
17-Mar,1 AM,33.5,70.3,0.0
17-Mar,2 AM,33.4,71.2,0.0
17-Mar,3 AM,33.1,72.6,0.0
17-Mar,4 AM,32.7,73.1,0.0
17-Mar,5 AM,32.6,73.2,0.0
17-Mar,6 AM,32.4,74.1,0.0
17-Mar,7 AM,34.5,69.2,0.0
17-Mar,8 AM,38.6,60.7,0.0
17-Mar,9 AM,39.8,56.2,0.0
17-Mar,10 AM,41.8,51.9,0.1
17-Mar,11 AM,42.2,50.1,0.1
17-Mar,12 PM,43.5,46.1,0.2
17-Mar,1 PM,44.4,44.6,0.1
17-Mar,2 PM,46.3,41.0,0.1
17-Mar,3 PM,47.1,38.4,0.1
17-Mar,4 PM,47.1,38.1,0.0
17-Mar,5 PM,44.8,41.9,0.3
17-Mar,6 PM,39.1,53.5,0.2
17-Mar,7 PM,39.0,55.2,0.0
17-Mar,8 PM,38.0,57.7,0.0
17-Mar,9 PM,32.0,67.8,2.4
17-Mar,10 PM,30.2,72.4,0.1
17-Mar,11 PM,30.7,72.5,0.0
18-Mar,12 AM,30.8,73.1,0.0
18-Mar,1 AM,30.9,74.0,0.0
18-Mar,2 AM,31.3,73.9,0.0
18-Mar,3 AM,31.6,74.3,0.0
18-Mar,4 AM,31.9,74.6,0.0
18-Mar,5 AM,32.1,74.9,0.0
18-Mar,6 AM,32.4,74.5,0.0
18-Mar,7 AM,33.2,73.4,0.0
18-Mar,8 AM,34.7,70.6,0.0
18-Mar,9 AM,37.9,64.2,0.0
18-Mar,10 AM,41.5,55.6,0.0
18-Mar,11 AM,42.4,51.9,0.1
18-Mar,12 PM,42.6,50.3,0.1
18-Mar,1 PM,43.0,48.2,0.3
18-Mar,2 PM,38.9,52.0,1.0
19-Mar,11 AM,32.1,54.8,14.0
19-Mar,12 PM,33.0,53.2,1.0
19-Mar,1 PM,41.8,47.5,0.1
19-Mar,2 PM,43.8,43.3,0.5
19-Mar,3 PM,42.3,44.1,0.3
19-Mar,4 PM,45.1,39.8,0.1
19-Mar,5 PM,43.6,42.2,0.0
19-Mar,6 PM,40.8,47.7,0.0
19-Mar,7 PM,38.7,54.1,0.0
19-Mar,8 PM,37.2,57.9,0.0
19-Mar,9 PM,35.0,60.4,1.0
19-Mar,10 PM,30.9,66.1,2.2
19-Mar,11 PM,30.9,66.0,0.1
20-Mar,12 AM,30.9,66.5,0.0
20-Mar,1 AM,30.8,66.4,0.0
20-Mar,2 AM,30.5,67.6,0.0
20-Mar,3 AM,30.5,67.5,0.0
20-Mar,4 AM,30.2,68.5,0.0
