Days,date time,Average of temp,Average of humid,Average of wind speed
1-Jan,12 AM,30.6,51.9,0.0
1-Jan,1 AM,29.9,52.8,0.0
1-Jan,2 AM,29.2,53.9,0.2
1-Jan,3 AM,29.1,53.8,0.2
1-Jan,4 AM,28.2,56.7,0.0
1-Jan,5 AM,27.5,58.6,0.0
1-Jan,6 AM,26.6,61.1,0.0
1-Jan,7 AM,28.7,57.3,0.1
1-Jan,8 AM,32.5,49.8,0.1
1-Jan,9 AM,36.2,43.0,0.1
1-Jan,10 AM,37.6,40.4,0.2
1-Jan,11 AM,40.1,36.7,0.1
1-Jan,12 PM,40.5,35.4,0.6
1-Jan,1 PM,40.0,35.7,1.4
1-Jan,2 PM,40.2,35.3,1.6
1-Jan,3 PM,39.7,36.4,1.7
1-Jan,4 PM,38.4,38.5,1.6
1-Jan,5 PM,35.7,42.6,1.4
1-Jan,6 PM,34.6,44.5,1.0
1-Jan,7 PM,34.3,45.4,0.1
1-Jan,8 PM,33.0,48.8,0.0
1-Jan,9 PM,31.8,51.1,0.3
1-Jan,10 PM,31.7,50.3,0.3
1-Jan,11 PM,30.9,52.9,0.0
2-Jan,12 AM,31.0,51.8,0.4
2-Jan,1 AM,29.6,56.2,0.3
2-Jan,2 AM,29.5,55.8,0.1
2-Jan,3 AM,28.6,57.7,0.0
2-Jan,4 AM,27.8,59.9,0.0
2-Jan,5 AM,27.0,61.6,0.0
2-Jan,6 AM,27.1,61.4,0.0
2-Jan,7 AM,29.2,58.4,0.0
2-Jan,8 AM,33.3,50.3,0.0
2-Jan,9 AM,37.5,42.2,0.1
2-Jan,10 AM,38.3,39.3,0.2
2-Jan,11 AM,40.3,36.4,0.1
2-Jan,12 PM,38.8,38.1,0.5
2-Jan,1 PM,40.0,36.6,0.3
2-Jan,2 PM,40.5,36.4,0.4
2-Jan,3 PM,40.3,36.4,0.1
2-Jan,4 PM,41.1,35.7,0.2
2-Jan,5 PM,38.7,38.3,0.2
2-Jan,6 PM,35.2,44.4,0.1
2-Jan,7 PM,33.3,48.3,0.0
2-Jan,8 PM,32.3,51.3,0.0
2-Jan,9 PM,31.6,52.6,0.0
2-Jan,10 PM,31.1,53.9,0.1
2-Jan,11 PM,30.5,55.1,0.0
3-Jan,12 AM,30.2,55.6,0.0
3-Jan,1 AM,29.4,58.2,0.1
3-Jan,2 AM,28.7,59.7,0.0
3-Jan,3 AM,28.3,60.1,0.0
3-Jan,4 AM,28.0,60.5,0.0
3-Jan,5 AM,27.9,60.8,0.0
3-Jan,6 AM,27.8,60.7,0.0
3-Jan,7 AM,30.0,56.7,0.0
3-Jan,8 AM,32.6,51.7,0.2
3-Jan,9 AM,33.7,49.4,0.1
3-Jan,10 AM,36.8,44.2,0.0
3-Jan,11 AM,40.5,37.3,0.2
3-Jan,12 PM,40.3,36.1,0.7
3-Jan,1 PM,41.1,34.5,0.8
3-Jan,2 PM,43.0,32.5,0.3
3-Jan,3 PM,43.3,32.5,0.4
3-Jan,4 PM,42.0,34.6,0.2
3-Jan,5 PM,39.0,38.9,0.3
3-Jan,6 PM,36.2,42.6,0.4
3-Jan,7 PM,35.4,43.5,0.4
3-Jan,8 PM,34.3,45.5,0.0
3-Jan,9 PM,33.1,49.3,0.0
3-Jan,10 PM,32.5,51.2,0.0
3-Jan,11 PM,31.7,52.9,0.0
4-Jan,12 AM,31.2,54.1,0.0
4-Jan,1 AM,30.7,55.1,0.0
4-Jan,2 AM,30.2,56.7,0.0
4-Jan,3 AM,29.9,57.6,0.0
4-Jan,4 AM,29.9,57.4,0.0
4-Jan,5 AM,30.0,57.0,0.0
4-Jan,6 AM,29.3,59.8,0.0
4-Jan,7 AM,29.8,59.6,0.0
4-Jan,8 AM,31.7,56.7,0.0
4-Jan,9 AM,35.2,49.2,0.1
4-Jan,10 AM,36.9,46.0,0.1
4-Jan,11 AM,39.0,42.4,0.0
4-Jan,12 PM,40.4,40.2,0.1
4-Jan,1 PM,43.0,35.8,0.1
4-Jan,2 PM,43.5,34.6,0.0
4-Jan,3 PM,44.9,31.9,0.1
4-Jan,4 PM,43.5,35.0,0.1
4-Jan,5 PM,41.0,35.2,0.1
4-Jan,6 PM,37.0,40.0,0.0
4-Jan,7 PM,34.8,46.4,0.0
4-Jan,8 PM,33.2,52.5,0.0
4-Jan,9 PM,32.3,54.3,0.0
4-Jan,10 PM,31.8,54.7,0.0
4-Jan,11 PM,31.3,55.5,0.0
5-Jan,12 AM,31.1,53.5,0.0
5-Jan,1 AM,30.9,53.1,0.0
5-Jan,2 AM,30.3,55.5,0.0
5-Jan,3 AM,29.7,56.9,0.0
5-Jan,4 AM,29.2,58.6,0.0
5-Jan,5 AM,28.4,60.1,0.0
5-Jan,6 AM,28.3,60.3,0.0
5-Jan,7 AM,29.1,59.1,0.0
5-Jan,8 AM,34.9,49.5,0.0
5-Jan,9 AM,38.4,41.5,0.0
5-Jan,10 AM,39.5,38.3,0.1
5-Jan,11 AM,41.7,35.1,0.1
5-Jan,12 PM,43.3,32.3,0.1
5-Jan,1 PM,44.3,27.2,0.3
5-Jan,2 PM,45.3,25.5,0.2
5-Jan,3 PM,45.9,25.6,0.2
5-Jan,4 PM,45.4,29.4,0.2
5-Jan,5 PM,42.5,34.1,0.0
5-Jan,6 PM,38.7,40.4,0.0
5-Jan,7 PM,35.4,48.4,0.1
5-Jan,8 PM,33.7,51.5,0.0
5-Jan,9 PM,32.5,54.4,0.0
5-Jan,10 PM,31.8,53.7,0.0
5-Jan,11 PM,31.0,56.2,0.0
6-Jan,12 AM,30.4,56.2,0.0
6-Jan,1 AM,29.3,59.0,0.0
6-Jan,2 AM,28.6,59.2,0.1
6-Jan,3 AM,28.1,58.9,0.0
6-Jan,4 AM,27.2,59.8,0.0
6-Jan,5 AM,27.0,60.0,0.0
6-Jan,6 AM,26.6,60.2,0.0
6-Jan,7 AM,29.0,55.5,0.0
6-Jan,8 AM,34.8,45.2,0.0
6-Jan,9 AM,39.0,37.8,0.0
6-Jan,10 AM,41.6,34.1,0.1
6-Jan,11 AM,43.1,29.9,0.2
6-Jan,12 PM,44.0,28.0,0.2
6-Jan,1 PM,45.8,26.6,0.1
6-Jan,2 PM,46.8,24.6,0.1
6-Jan,3 PM,47.0,22.3,0.2
6-Jan,4 PM,46.3,21.8,0.3
6-Jan,5 PM,44.9,24.6,0.0
6-Jan,6 PM,40.2,31.7,0.0
6-Jan,7 PM,36.3,40.5,0.1
6-Jan,8 PM,34.6,43.9,0.0
6-Jan,9 PM,33.4,47.6,0.0
6-Jan,10 PM,31.4,51.5,0.2
6-Jan,11 PM,31.2,47.4,0.3
7-Jan,12 AM,30.8,49.4,0.1
7-Jan,1 AM,29.7,52.1,0.1
7-Jan,2 AM,29.3,52.4,0.0
7-Jan,3 AM,29.0,52.8,0.0
7-Jan,4 AM,28.3,55.6,0.0
7-Jan,5 AM,27.9,56.9,0.0
7-Jan,6 AM,28.1,55.2,0.0
7-Jan,7 AM,30.4,53.1,0.0
7-Jan,8 AM,35.3,46.0,0.0
7-Jan,9 AM,38.9,42.2,0.0
7-Jan,10 AM,40.9,35.4,0.5
7-Jan,11 AM,41.1,34.7,0.8
7-Jan,12 PM,42.5,33.1,0.4
7-Jan,1 PM,44.0,30.9,0.4
7-Jan,2 PM,46.0,29.2,0.2
7-Jan,3 PM,46.8,28.5,0.2
7-Jan,4 PM,46.9,28.2,0.1
7-Jan,5 PM,45.4,30.8,0.0
7-Jan,6 PM,40.3,37.8,0.0
7-Jan,7 PM,37.8,43.1,0.0
7-Jan,8 PM,36.1,47.7,0.0
7-Jan,9 PM,34.7,50.2,0.0
7-Jan,10 PM,33.6,51.6,0.0
7-Jan,11 PM,32.6,53.9,0.0
8-Jan,12 AM,31.7,55.6,0.1
8-Jan,1 AM,31.4,54.4,0.0
8-Jan,2 AM,30.4,57.2,0.0
8-Jan,3 AM,29.8,57.9,0.0
8-Jan,4 AM,29.2,59.1,0.0
8-Jan,5 AM,28.4,60.9,0.0
8-Jan,6 AM,28.3,60.1,0.0
8-Jan,7 AM,31.2,54.8,0.0
8-Jan,8 AM,36.3,46.4,0.0
8-Jan,9 AM,40.0,38.3,0.0
8-Jan,10 AM,41.6,32.7,0.2
8-Jan,11 AM,43.0,29.5,0.2
8-Jan,12 PM,44.1,28.0,0.3
8-Jan,1 PM,46.0,26.1,0.1
8-Jan,2 PM,47.2,24.9,0.2
8-Jan,3 PM,47.8,23.7,0.2
8-Jan,4 PM,47.1,25.5,0.4
8-Jan,5 PM,43.8,29.9,0.2
8-Jan,6 PM,39.8,35.1,0.0
8-Jan,7 PM,37.1,41.3,0.0
8-Jan,8 PM,35.6,44.2,0.0
8-Jan,9 PM,33.8,50.1,0.0
8-Jan,10 PM,32.6,52.4,0.0
8-Jan,11 PM,31.9,52.1,0.0
9-Jan,12 AM,31.0,54.2,0.0
9-Jan,1 AM,29.8,57.7,0.0
9-Jan,2 AM,28.9,59.1,0.0
9-Jan,3 AM,28.7,58.6,0.0
9-Jan,4 AM,28.2,58.7,0.0
9-Jan,5 AM,27.5,59.4,0.0
9-Jan,6 AM,27.0,61.1,0.0
9-Jan,7 AM,29.6,56.5,0.0
9-Jan,8 AM,34.3,47.7,0.0
9-Jan,9 AM,38.6,40.8,0.0
9-Jan,10 AM,40.0,36.1,0.3
9-Jan,11 AM,41.2,32.2,0.5
9-Jan,12 PM,42.4,29.5,0.6
9-Jan,1 PM,43.7,26.6,0.6
9-Jan,2 PM,46.2,24.5,0.4
9-Jan,3 PM,47.0,23.6,0.3
9-Jan,4 PM,45.3,24.4,0.6
9-Jan,5 PM,44.7,25.9,0.1
9-Jan,6 PM,39.9,32.9,0.0
9-Jan,7 PM,36.3,41.4,0.1
9-Jan,8 PM,34.4,43.9,0.0
9-Jan,9 PM,32.7,48.3,0.0
9-Jan,10 PM,31.5,51.1,0.1
9-Jan,11 PM,30.8,51.9,0.0
10-Jan,12 AM,29.8,54.6,0.0
10-Jan,1 AM,28.6,58.0,0.1
10-Jan,2 AM,28.2,58.5,0.1
10-Jan,3 AM,28.3,57.4,0.0
10-Jan,4 AM,28.0,57.5,0.0
10-Jan,5 AM,27.4,58.6,0.0
10-Jan,6 AM,27.0,59.0,0.0
10-Jan,7 AM,29.7,53.9,0.0
10-Jan,8 AM,33.9,48.1,0.0
10-Jan,9 AM,37.4,43.2,0.0
10-Jan,10 AM,40.5,36.1,0.1
10-Jan,11 AM,42.7,28.8,0.3
10-Jan,12 PM,43.4,27.0,0.2
10-Jan,1 PM,44.7,26.4,0.2
10-Jan,2 PM,45.9,25.3,0.2
10-Jan,3 PM,46.0,25.3,0.2
10-Jan,4 PM,46.9,24.8,0.0
10-Jan,5 PM,45.0,26.9,0.0
10-Jan,6 PM,40.5,34.1,0.0
10-Jan,7 PM,36.8,41.9,0.0
10-Jan,8 PM,34.6,45.5,0.0
10-Jan,9 PM,33.2,48.9,0.0
10-Jan,10 PM,32.3,50.5,0.0
10-Jan,11 PM,31.0,53.8,0.1
11-Jan,12 AM,30.6,55.1,0.0
11-Jan,1 AM,29.6,57.7,0.0
11-Jan,2 AM,28.8,59.2,0.0
11-Jan,3 AM,28.6,59.4,0.0
11-Jan,4 AM,28.7,59.1,0.0
11-Jan,5 AM,28.1,60.5,0.0
11-Jan,6 AM,27.7,61.6,0.0
11-Jan,7 AM,29.6,58.6,0.0
11-Jan,8 AM,35.4,48.4,0.0
11-Jan,9 AM,38.7,43.2,0.0
11-Jan,10 AM,41.1,37.3,0.0
11-Jan,11 AM,42.7,32.4,0.1
11-Jan,12 PM,42.4,30.9,0.5
11-Jan,1 PM,44.1,29.3,0.4
11-Jan,2 PM,45.1,26.0,0.6
11-Jan,3 PM,46.0,25.5,0.5
11-Jan,4 PM,44.8,25.9,0.6
11-Jan,5 PM,43.0,28.1,0.3
11-Jan,6 PM,38.7,32.6,0.4
11-Jan,7 PM,37.0,36.6,0.0
11-Jan,8 PM,34.6,42.4,0.0
11-Jan,9 PM,33.2,42.1,0.3
11-Jan,10 PM,33.2,43.8,0.1
11-Jan,11 PM,31.4,49.7,0.0
12-Jan,12 AM,30.5,52.0,0.0
12-Jan,1 AM,29.7,53.9,0.0
12-Jan,2 AM,29.1,55.7,0.0
12-Jan,3 AM,28.8,56.6,0.0
12-Jan,4 AM,28.1,58.2,0.0
12-Jan,5 AM,27.7,59.6,0.0
12-Jan,6 AM,27.6,60.0,0.0
12-Jan,7 AM,29.9,56.2,0.0
12-Jan,8 AM,34.2,49.2,0.2
12-Jan,9 AM,34.8,45.1,1.2
12-Jan,10 AM,36.7,43.5,1.5
12-Jan,11 AM,38.6,41.0,1.3
12-Jan,12 PM,39.2,39.4,1.8
12-Jan,1 PM,40.8,35.4,1.4
12-Jan,2 PM,42.4,32.1,1.0
12-Jan,3 PM,42.8,30.8,1.1
12-Jan,4 PM,43.1,30.5,0.5
12-Jan,5 PM,41.4,33.0,0.3
12-Jan,6 PM,38.4,37.8,0.0
12-Jan,7 PM,36.2,41.5,0.0
12-Jan,8 PM,35.2,42.4,0.1
12-Jan,9 PM,34.5,43.3,0.0
12-Jan,10 PM,33.6,46.0,0.0
12-Jan,11 PM,32.8,47.5,0.1
13-Jan,12 AM,31.5,51.4,0.0
13-Jan,1 AM,30.8,53.9,0.0
13-Jan,2 AM,29.8,57.4,0.0
13-Jan,3 AM,29.0,58.5,0.0
13-Jan,4 AM,28.2,60.7,0.0
13-Jan,5 AM,28.4,59.5,0.0
13-Jan,6 AM,27.9,60.6,0.0
13-Jan,7 AM,29.7,57.8,0.0
13-Jan,8 AM,35.3,47.7,0.0
13-Jan,9 AM,37.6,39.8,0.3
13-Jan,10 AM,40.0,34.2,0.4
13-Jan,11 AM,40.9,31.4,0.9
13-Jan,12 PM,42.3,29.0,0.6
13-Jan,1 PM,44.1,27.0,0.4
13-Jan,2 PM,45.6,26.1,0.2
13-Jan,3 PM,45.5,26.3,0.4
13-Jan,4 PM,45.4,27.2,0.3
13-Jan,5 PM,42.5,30.9,0.3
13-Jan,6 PM,40.0,34.7,0.0
13-Jan,7 PM,37.9,38.6,0.0
13-Jan,8 PM,36.1,43.5,0.0
13-Jan,9 PM,34.0,55.1,0.1
13-Jan,10 PM,33.4,56.2,0.0
13-Jan,11 PM,32.1,58.8,0.0
14-Jan,12 AM,31.5,60.6,0.0
14-Jan,1 AM,30.6,61.9,0.0
14-Jan,2 AM,30.0,61.8,0.0
14-Jan,3 AM,29.4,60.9,0.0
14-Jan,4 AM,29.0,60.4,0.0
14-Jan,5 AM,28.5,60.9,0.0
14-Jan,6 AM,28.3,61.3,0.0
14-Jan,7 AM,30.3,57.9,0.0
14-Jan,8 AM,34.9,50.2,0.0
14-Jan,9 AM,37.9,43.5,0.0
14-Jan,10 AM,38.4,39.0,1.2
14-Jan,11 AM,38.0,38.9,1.8
14-Jan,12 PM,38.9,36.9,1.5
14-Jan,1 PM,40.5,33.9,1.2
14-Jan,2 PM,42.2,31.8,0.9
14-Jan,3 PM,42.8,31.1,0.6
14-Jan,4 PM,42.0,31.9,0.8
14-Jan,5 PM,40.3,34.9,0.3
14-Jan,6 PM,36.7,41.0,0.3
14-Jan,7 PM,35.1,43.5,0.1
14-Jan,8 PM,34.4,43.7,0.0
14-Jan,9 PM,33.2,46.5,0.0
14-Jan,10 PM,32.4,47.9,0.0
14-Jan,11 PM,31.3,51.3,0.1
15-Jan,12 AM,29.7,57.0,0.0
15-Jan,1 AM,29.5,56.4,0.0
15-Jan,2 AM,28.6,58.7,0.0
15-Jan,3 AM,27.8,60.1,0.1
15-Jan,4 AM,27.4,60.5,0.1
15-Jan,5 AM,27.2,60.2,0.0
15-Jan,6 AM,27.1,60.2,0.0
15-Jan,7 AM,29.2,56.7,0.0
15-Jan,8 AM,35.1,47.3,0.0
15-Jan,9 AM,39.6,38.5,0.0
15-Jan,10 AM,40.4,34.6,0.3
15-Jan,11 AM,41.3,32.1,0.4
15-Jan,12 PM,41.7,30.5,0.6
15-Jan,1 PM,42.9,28.5,0.6
15-Jan,2 PM,44.1,27.4,0.4
15-Jan,3 PM,44.0,28.2,0.5
15-Jan,4 PM,43.6,28.7,0.3
15-Jan,5 PM,41.6,31.2,0.1
15-Jan,6 PM,38.6,37.2,0.0
15-Jan,7 PM,36.3,42.7,0.0
15-Jan,8 PM,34.7,46.4,0.0
15-Jan,9 PM,33.4,48.4,0.2
15-Jan,10 PM,32.9,49.5,0.0
15-Jan,11 PM,31.8,52.3,0.0
16-Jan,12 AM,30.3,55.7,0.1
16-Jan,1 AM,29.5,57.2,0.1
16-Jan,2 AM,29.1,57.2,0.0
16-Jan,3 AM,28.7,58.1,0.0
16-Jan,4 AM,28.5,58.4,0.0
16-Jan,5 AM,27.6,60.5,0.0
16-Jan,6 AM,27.4,61.0,0.0
16-Jan,7 AM,29.4,57.9,0.0
16-Jan,8 AM,35.0,48.8,0.0
16-Jan,9 AM,39.5,39.5,0.0
16-Jan,10 AM,41.8,34.4,0.0
16-Jan,11 AM,42.2,32.1,0.2
16-Jan,12 PM,42.3,31.1,0.3
16-Jan,1 PM,43.4,29.6,0.3
16-Jan,2 PM,43.7,29.7,0.4
16-Jan,3 PM,45.3,27.9,0.2
16-Jan,4 PM,45.3,27.8,0.0
16-Jan,5 PM,43.1,30.5,0.0
16-Jan,6 PM,39.0,38.0,0.0
16-Jan,7 PM,36.2,43.9,0.0
16-Jan,8 PM,34.2,48.3,0.0
16-Jan,9 PM,32.8,50.9,0.0
16-Jan,10 PM,32.0,53.1,0.0
16-Jan,11 PM,31.0,55.8,0.1
17-Jan,12 AM,30.2,58.0,0.1
17-Jan,1 AM,29.4,58.9,0.1
17-Jan,2 AM,29.3,58.1,0.0
17-Jan,3 AM,29.0,57.8,0.0
17-Jan,4 AM,28.5,58.7,0.0
17-Jan,5 AM,28.2,59.3,0.0
17-Jan,6 AM,28.0,59.7,0.0
17-Jan,7 AM,29.4,59.1,0.0
17-Jan,8 AM,33.7,51.9,0.0
17-Jan,9 AM,36.3,46.7,0.0
17-Jan,10 AM,39.5,40.3,0.1
17-Jan,11 AM,41.6,33.8,0.1
17-Jan,12 PM,42.6,31.2,0.3
17-Jan,1 PM,44.2,29.4,0.2
17-Jan,2 PM,45.8,27.9,0.1
17-Jan,3 PM,46.8,27.1,0.1
17-Jan,4 PM,45.9,27.3,0.1
17-Jan,5 PM,44.7,29.2,0.0
17-Jan,6 PM,40.4,36.2,0.0
17-Jan,7 PM,37.6,41.7,0.0
17-Jan,8 PM,35.3,46.9,0.0
17-Jan,9 PM,33.9,48.1,0.0
17-Jan,10 PM,32.8,50.1,0.0
17-Jan,11 PM,31.9,50.6,0.0
18-Jan,12 AM,31.1,52.7,0.0
18-Jan,1 AM,30.3,54.1,0.0
18-Jan,2 AM,29.7,54.9,0.0
18-Jan,3 AM,29.4,55.6,0.0
18-Jan,4 AM,29.4,55.2,0.0
18-Jan,5 AM,29.2,55.4,0.0
18-Jan,6 AM,28.5,57.1,0.0
18-Jan,7 AM,30.8,53.8,0.0
18-Jan,8 AM,35.6,45.9,0.0
18-Jan,9 AM,38.4,39.7,0.0
18-Jan,10 AM,40.5,35.7,0.8
18-Jan,11 AM,39.9,35.0,1.3
18-Jan,12 PM,40.6,33.3,1.3
18-Jan,1 PM,41.4,31.6,1.4
18-Jan,2 PM,42.5,30.2,1.1
18-Jan,3 PM,43.2,29.6,0.9
18-Jan,4 PM,43.5,29.8,0.5
18-Jan,5 PM,41.6,32.8,0.3
18-Jan,6 PM,37.3,39.7,0.6
18-Jan,7 PM,36.2,40.0,0.5
18-Jan,8 PM,35.3,41.2,0.3
18-Jan,9 PM,34.4,42.5,0.5
18-Jan,10 PM,33.8,43.3,0.3
18-Jan,11 PM,32.7,46.1,0.1
19-Jan,12 AM,31.8,48.7,0.2
19-Jan,1 AM,31.0,50.6,0.1
19-Jan,2 AM,30.5,52.0,0.0
19-Jan,3 AM,30.0,53.3,0.0
19-Jan,4 AM,29.4,54.4,0.0
19-Jan,5 AM,29.0,55.2,0.0
19-Jan,6 AM,28.6,56.0,0.0
19-Jan,7 AM,30.0,53.5,0.0
19-Jan,8 AM,33.5,47.8,0.1
19-Jan,9 AM,36.6,40.9,0.4
19-Jan,10 AM,38.1,37.7,0.8
19-Jan,11 AM,38.5,37.4,0.8
19-Jan,12 PM,39.0,36.7,1.0
19-Jan,1 PM,40.8,33.8,1.0
19-Jan,2 PM,42.0,32.2,0.8
19-Jan,3 PM,42.4,30.7,0.7
19-Jan,4 PM,42.1,30.8,0.6
19-Jan,5 PM,40.8,32.5,0.2
19-Jan,6 PM,37.8,37.0,0.0
19-Jan,7 PM,35.7,40.7,0.0
19-Jan,8 PM,33.8,44.4,0.1
19-Jan,9 PM,33.4,44.8,0.0
19-Jan,10 PM,32.1,48.3,0.0
19-Jan,11 PM,30.9,51.9,0.0
20-Jan,12 AM,30.0,54.1,0.1
20-Jan,1 AM,29.3,55.4,0.1
20-Jan,2 AM,28.8,56.3,0.0
20-Jan,3 AM,27.9,59.0,0.0
20-Jan,4 AM,27.5,60.2,0.0
20-Jan,5 AM,27.2,60.1,0.0
20-Jan,6 AM,27.0,60.5,0.0
20-Jan,7 AM,29.0,58.1,0.0
20-Jan,8 AM,33.9,48.4,0.0
20-Jan,9 AM,36.3,43.7,0.5
20-Jan,10 AM,37.0,41.0,1.2
20-Jan,11 AM,38.0,39.3,1.6
20-Jan,12 PM,39.2,37.8,1.4
20-Jan,1 PM,41.2,35.1,0.7
20-Jan,2 PM,42.7,32.0,0.6
20-Jan,3 PM,43.5,31.1,0.5
20-Jan,4 PM,43.3,30.6,0.1
20-Jan,5 PM,41.4,32.7,0.0
20-Jan,6 PM,38.4,40.0,0.0
20-Jan,7 PM,37.2,43.4,0.0
20-Jan,8 PM,35.8,46.0,0.2
20-Jan,9 PM,35.0,49.7,0.0
20-Jan,10 PM,34.7,51.3,0.0
20-Jan,11 PM,33.6,53.4,0.0
21-Jan,12 AM,33.1,55.1,0.0
21-Jan,1 AM,33.1,55.2,0.0
21-Jan,2 AM,32.5,57.8,0.0
21-Jan,3 AM,30.9,62.5,0.1
21-Jan,4 AM,29.3,66.5,0.2
21-Jan,5 AM,29.7,64.3,0.2
21-Jan,6 AM,28.5,67.6,0.5
21-Jan,7 AM,28.4,67.6,0.1
21-Jan,8 AM,28.6,68.1,0.2
21-Jan,9 AM,30.7,65.2,0.0
21-Jan,10 AM,35.7,56.1,0.0
21-Jan,11 AM,38.9,50.2,0.0
21-Jan,12 PM,39.9,46.6,0.1
21-Jan,1 PM,40.7,41.8,0.2
21-Jan,2 PM,40.7,39.0,0.5
21-Jan,3 PM,39.7,41.4,0.0
21-Jan,4 PM,40.4,40.4,0.0
21-Jan,5 PM,39.0,44.4,0.0
21-Jan,6 PM,36.5,51.5,0.0
21-Jan,7 PM,34.3,55.2,0.0
21-Jan,8 PM,33.3,56.9,0.0
21-Jan,9 PM,33.0,57.1,0.0
21-Jan,10 PM,32.3,58.8,0.0
21-Jan,11 PM,32.3,59.6,0.0
22-Jan,12 AM,31.6,60.5,0.0
22-Jan,1 AM,31.0,61.4,0.0
22-Jan,2 AM,30.7,62.1,0.0
22-Jan,3 AM,30.5,62.4,0.0
22-Jan,4 AM,30.2,63.2,0.0
22-Jan,5 AM,29.8,62.9,0.0
22-Jan,6 AM,29.7,63.2,0.0
22-Jan,7 AM,30.3,62.5,0.0
22-Jan,8 AM,32.4,59.9,0.0
22-Jan,9 AM,36.0,52.7,0.1
22-Jan,10 AM,38.3,48.4,0.2
22-Jan,11 AM,39.8,45.5,0.2
22-Jan,12 PM,40.1,44.4,0.1
22-Jan,1 PM,39.9,45.2,0.1
22-Jan,2 PM,39.7,46.4,0.6
22-Jan,3 PM,42.0,40.7,0.3
22-Jan,4 PM,40.1,44.2,0.5
22-Jan,5 PM,37.3,51.4,0.2
22-Jan,6 PM,34.5,56.2,0.2
22-Jan,7 PM,32.2,60.6,0.7
22-Jan,8 PM,31.1,62.8,0.7
22-Jan,9 PM,30.9,62.1,0.6
22-Jan,10 PM,31.8,59.5,0.1
22-Jan,11 PM,31.5,60.0,0.0
23-Jan,12 AM,31.3,60.5,0.0
23-Jan,1 AM,31.4,60.8,0.0
23-Jan,2 AM,31.2,61.3,0.0
23-Jan,3 AM,30.7,62.6,0.0
23-Jan,4 AM,30.6,63.3,0.0
23-Jan,5 AM,30.8,63.1,0.0
23-Jan,6 AM,30.5,63.8,0.0
23-Jan,7 AM,31.0,63.8,0.0
23-Jan,8 AM,33.9,58.6,0.0
23-Jan,9 AM,35.1,56.3,0.2
23-Jan,10 AM,39.4,47.7,0.0
23-Jan,11 AM,41.4,41.8,0.1
23-Jan,12 PM,41.8,38.7,0.2
23-Jan,1 PM,43.1,35.5,0.1
23-Jan,2 PM,45.1,32.0,0.1
23-Jan,3 PM,45.5,31.0,0.1
23-Jan,4 PM,45.7,30.7,0.1
23-Jan,5 PM,43.5,32.9,0.0
23-Jan,6 PM,39.6,39.0,0.0
23-Jan,7 PM,36.3,48.3,0.0
23-Jan,8 PM,34.0,52.7,0.0
23-Jan,9 PM,32.4,54.9,0.1
23-Jan,10 PM,31.6,56.4,0.0
23-Jan,11 PM,30.6,59.4,0.1
24-Jan,12 AM,30.1,59.6,0.0
24-Jan,1 AM,29.4,60.7,0.0
24-Jan,2 AM,29.1,61.1,0.0
24-Jan,3 AM,28.6,62.2,0.0
24-Jan,4 AM,28.5,62.2,0.0
24-Jan,5 AM,28.2,62.9,0.0
24-Jan,6 AM,28.3,62.9,0.0
24-Jan,7 AM,30.5,59.7,0.0
24-Jan,8 AM,35.8,51.9,0.0
24-Jan,9 AM,39.8,46.2,0.0
24-Jan,10 AM,40.5,43.1,0.2
24-Jan,11 AM,41.6,38.5,0.2
24-Jan,12 PM,42.8,35.4,0.1
24-Jan,1 PM,44.3,31.8,0.3
24-Jan,2 PM,45.1,30.6,0.2
24-Jan,3 PM,46.1,27.0,0.2
24-Jan,4 PM,46.0,25.4,0.0
24-Jan,5 PM,44.1,26.9,0.0
24-Jan,6 PM,39.1,33.4,0.0
24-Jan,7 PM,36.1,42.9,0.1
24-Jan,8 PM,33.8,48.9,0.1
24-Jan,9 PM,32.6,50.9,0.0
24-Jan,10 PM,31.6,52.9,0.1
24-Jan,11 PM,30.7,54.6,0.1
25-Jan,12 AM,29.9,57.0,0.2
25-Jan,1 AM,29.4,58.2,0.0
25-Jan,2 AM,28.7,59.4,0.0
25-Jan,3 AM,28.6,59.0,0.0
25-Jan,4 AM,28.5,59.3,0.0
25-Jan,5 AM,28.5,60.4,0.0
25-Jan,6 AM,28.4,61.3,0.0
25-Jan,7 AM,30.7,58.4,0.0
25-Jan,8 AM,35.3,51.2,0.0
25-Jan,9 AM,37.9,47.4,0.0
25-Jan,10 AM,39.7,42.1,0.2
25-Jan,11 AM,42.3,35.8,0.1
25-Jan,12 PM,43.8,32.4,0.1
25-Jan,1 PM,45.9,28.7,0.1
25-Jan,2 PM,46.6,27.8,0.1
25-Jan,3 PM,46.8,27.9,0.0
25-Jan,4 PM,46.3,27.7,0.0
25-Jan,5 PM,43.7,32.4,0.0
25-Jan,6 PM,39.9,37.6,0.0
25-Jan,7 PM,36.6,46.9,0.0
25-Jan,8 PM,34.5,48.8,0.1
25-Jan,9 PM,33.0,49.8,0.0
25-Jan,10 PM,32.3,50.1,0.0
25-Jan,11 PM,31.9,52.0,0.1
26-Jan,12 AM,30.1,57.5,0.1
26-Jan,1 AM,29.7,57.3,0.1
26-Jan,2 AM,29.6,57.5,0.0
26-Jan,3 AM,29.3,58.3,0.1
26-Jan,4 AM,29.3,59.6,0.0
26-Jan,5 AM,28.8,60.3,0.0
26-Jan,6 AM,28.6,60.6,0.0
